Luke source,flag,fielding.start,fielding.end,pollster,source,interview.mode,publisher,publication.date,sample,DKrefused.reported,DKrefused.combined,DK.reported,DK,refused.reported,refused,Coalition.TPP.reported,Labor.TPP.reported,Coalition.TPP.previouselectionallocation,Labor.TPP.previouselectionallocation,Coalition.TPP.voterallocation,Labor.TPP.voterallocation,Coalition.total.primary,Liberal.primary,National.primary,Labor.primary,Green.primary,FamilyFirst.primary,Democrats.primary,OneNation.primary,XenophonCentreAlliance.primary,UAP.PUP.primary,KattersAustraliaParty.primary,Independent.primary,Other.primary,undecided.primary,sampleSize.published
,FALSE,1/2/13,4/2/13,Essential,http://essentialvision.com.au/documents/essential_report_130205.pdf,online,,,964,,,,,,,54,46,,,,,48,45,3,34,10,0,0,0,,,,,8,,1928
,FALSE,7/2/13,10/2/13,Essential,http://essentialvision.com.au/documents/essential_report_130211.pdf,online,,,948.5,,,,,,,55,45,,,,,48,45,3,34,9,0,0,0,,,,,9,,1897
,FALSE,14/2/13,17/2/13,Essential,http://essentialvision.com.au/documents/essential_report_130218.pdf,online,,,941,,,,,,,54,46,,,,,47,44,3,35,9,0,0,0,,,,,8,,1882
,FALSE,21/2/13,24/2/13,Essential,http://essentialvision.com.au/documents/essential_report_130225.pdf,online,,,949.5,,,,,,,56,44,,,,,49,46,3,34,9,0,0,0,,,,,8,,1899
,FALSE,28/2/13,3/3/13,Essential,http://essentialvision.com.au/documents/essential_report_130304.pdf,online,,,947,,,,,,,56,44,,,,,49,46,3,32,10,0,0,0,,,,,8,,1894
,FALSE,7/3/13,10/3/13,Essential,http://essentialvision.com.au/documents/essential_report_130311.pdf,online,,,974,,,,,,,55,45,,,,,48,45,3,34,9,0,0,0,,,,,9,,1948
,FALSE,14/3/13,17/3/13,Essential,http://essentialvision.com.au/documents/essential_report_130318.pdf,online,,,937,,,,,,,54,46,,,,,47,45,2,35,9,0,0,0,,,,,8,,1874
,FALSE,21/3/13,24/3/13,Essential,http://essentialvision.com.au/documents/essential_report_130325.pdf,online,,,898.5,,,,,,,54,46,,,,,47,45,2,33,11,0,0,0,,,,,9,,1797
,FALSE,28/3/13,1/4/13,Essential,http://essentialvision.com.au/documents/essential_report_130402.pdf,online,,,909,,,,,,,56,44,,,,,49,47,2,31,11,0,0,0,,,,,9,,1818
,FALSE,4/4/13,7/4/13,Essential,http://essentialvision.com.au/documents/essential_report_130408.pdf,online,,,948,,,,,,,56,44,,,,,49,47,2,32,9,0,0,0,,,,,9,,1896
,FALSE,11/4/13,14/4/13,Essential,http://essentialvision.com.au/documents/essential_report_130415.pdf,online,,,948.5,,,,,,,55,45,,,,,47,44,3,34,9,0,0,0,,,,,9,,1897
,FALSE,18/4/13,21/4/13,Essential,http://essentialvision.com.au/documents/essential_report_130422.pdf,online,,,952.5,,,,,,,55,45,,,,,47,44,3,34,9,0,0,0,,,,,9,,1905
,FALSE,25/4/13,28/4/13,Essential,http://essentialvision.com.au/documents/essential_report_130429.pdf,online,,,911,,,,,,,55,45,,,,,48,45,3,34,9,0,0,0,,,,,9,,1822
,FALSE,2/5/13,5/5/13,Essential,http://essentialvision.com.au/documents/essential_report_130506.pdf,online,,,920,,,,,,,56,44,,,,,48,44,4,33,9,0,0,0,,,,,10,,1840
,FALSE,9/5/13,12/5/13,Essential,http://essentialvision.com.au/documents/essential_report_130513.pdf,online,,,972.5,,,,,,,55,45,,,,,47,44,3,34,9,0,0,0,,,,,10,,1945
,FALSE,16/5/13,19/5/13,Essential,http://essentialvision.com.au/documents/essential_report_130520.pdf,online,,,962,,,,,,,55,45,,,,,48,45,3,35,8,0,0,0,,,,,9,,1924
,FALSE,23/5/13,26/5/13,Essential,http://essentialvision.com.au/documents/essential_report_130527.pdf,online,,,953,,,,,,,55,45,,,,,48,45,3,34,8,0,0,0,,,,,10,,1906
,FALSE,30/5/13,2/6/13,Essential,http://essentialvision.com.au/documents/essential_report_130603.pdf,online,,,951.5,,,,,,,55,45,,,,,48,45,3,35,8,0,0,0,,,,,9,,1903
,FALSE,6/6/13,10/6/13,Essential,http://essentialvision.com.au/documents/essential_report_130611.pdf,online,,,953,,,,,,,54,46,,,,,47,44,3,36,8,0,0,0,,,,,9,,1906
,FALSE,13/6/13,16/6/13,Essential,http://essentialvision.com.au/documents/essential_report_130617.pdf,online,,,956.5,,,,,,,54,46,,,,,47,44,3,35,8,0,0,0,,,,,9,,1913
,FALSE,20/6/13,23/6/13,Essential,http://essentialvision.com.au/documents/essential_report_130624.pdf,online,,,958,,,,,,,55,45,,,,,47,44,3,34,8,0,0,0,,,,,11,,1916
,FALSE,27/6/13,30/6/13,Essential,http://essentialvision.com.au/documents/essential_report_130701.pdf,online,,,906,,,,,,,52,48,,,,,46,42,4,38,9,0,0,0,,,,,7,,906
,FALSE,4/7/13,7/7/13,Essential,http://essentialvision.com.au/documents/essential_report_130708.pdf,online,,,889,,,,,,,52,48,,,,,46,42,4,38,8,0,0,0,,,,,7,,1778
,FALSE,11/7/13,14/7/13,Essential,http://essentialvision.com.au/documents/essential_report_130715A.pdf,online,,,939.5,,,,,,,52,48,,,,,46,42,4,39,7,0,0,0,,,,,8,,1879
,FALSE,18/7/13,22/7/13,Essential,http://essentialvision.com.au/documents/essential_report_130723.pdf,online,,,990,,,,,,,51,49,,,,,45,42,3,39,7,0,0,0,,,,,9,,1980
,FALSE,25/7/13,28/7/13,Essential,http://essentialvision.com.au/documents/essential_report_130729.pdf,online,,,956,,,,,,,51,49,,,,,44,41,3,39,9,0,0,0,,,,,8,,1912
,FALSE,1/8/13,4/8/13,Essential,http://essentialvision.com.au/documents/essential_report_130902.pdf,online,,,973,,,,,,,51,49,,,,,43,FALSE,FALSE,37,10,0,0,0,,,,,11,,973
,FALSE,9/8/13,12/8/13,Essential,http://essentialvision.com.au/documents/essential_report_130902.pdf,online,,,926,,,,,,,50,50,,,,,44,FALSE,FALSE,41,7,0,0,0,,,,,9,,926
,FALSE,14/8/13,18/8/13,Essential,http://essentialvision.com.au/documents/essential_report_130902.pdf,online,,,976,,,,,,,50,50,,,,,43,FALSE,FALSE,39,9,0,0,0,,,,,8,,976
,FALSE,21/8/13,25/8/13,Essential,http://essentialvision.com.au/documents/essential_report_130826.pdf,online,,,938,,,,,,,51,49,,,,,43,FALSE,FALSE,36,11,0,0,0,,,,,10,,938
,FALSE,29/8/13,1/9/13,Essential,http://essentialvision.com.au/documents/essential_report_130902.pdf,online,,,918,,,,,,,53,47,,,,,44,FALSE,FALSE,35,10,0,0,0,,,,,11,,918
,FALSE,1/9/13,4/9/13,Essential,http://essentialvision.com.au/documents/essential_report_130905.pdf,online,,,1035,,,,,,,52,48,,,,,43,FALSE,FALSE,35,10,0,0,0,,,,,12,,1035
,FALSE,20/4/07,22/4/07,Galaxy (phone),,phone,,,1004,,,,,,,42,58,,,,,37,33,4,49,9,0,0,0,,,,,5,,1004
,FALSE,11/5/07,13/5/07,Galaxy (phone),"http://www.news.com.au/dailytelegraph/story/0,22049,21725833-5005941,00.html",phone,,,1004,,,,,,,43,57,,,,,39,34,5,49,9,0,0,0,,,,,3,,1004
,FALSE,2/6/07,3/6/07,Galaxy (phone),"http://www.news.com.au/heraldsun/story/0,21985,21843431-662,00.html",phone,,,1021,,6,,,,,47,53,,,,,42,38,4,44,10,0,0,0,,,,,4,,1021
,FALSE,29/6/07,1/7/07,Galaxy (phone),http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,phone,,,1001,,8,,,,,45,55,,,,,41,37,4,46,9,0,0,0,,,,,4,,1001
,FALSE,27/7/07,29/7/07,Galaxy (phone),http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,phone,,,996,,7,,,,,46,54,,,,,41,37,4,44,10,0,0,0,,,,,5,,996
,FALSE,24/8/07,26/8/07,Galaxy (phone),http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,phone,,,1004,,8,,,,,43,57,,,,,39,34,5,47,9,0,0,0,,,,,5,,1004
,FALSE,21/9/07,23/9/07,Galaxy (phone),http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,phone,,,1018,,7,,,,,44,56,,,,,40,36,4,46,9,0,0,0,,,,,5,,1018
,FALSE,16/10/07,17/10/07,Galaxy (phone),http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,phone,,,800,,,,,,,47,53,,,,,43.2,39,4,45,7.7,0,0,0,,,,,4.1,,800
,FALSE,2/11/07,4/11/07,Galaxy (phone),http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,phone,,,1010,,7,,,,,46,54,,,,,41.7,37,5,44.8,9.3,0,0,0,,,,,4.2,,1010
,FALSE,20/11/07,21/11/07,Galaxy (phone),"http://www.news.com.au/couriermail/story/0,23739,22806358-5013650,00.html",phone,,,1200,,,,,,,48,52,,,,,42.5,FALSE,FALSE,42.5,8.5,2.5,0,0,,,,4,0,,1200
,FALSE,14/11/08,16/11/08,Galaxy (phone),http://www.ozpolitics.info/2008/11/17/acnielsen-and-galaxy-55-to-45-in-labors-favour/,phone,,,923.5,,,,,,,45,55,,,,,40,35,5,43,11,0,0,0,,,,,6,,1100
,FALSE,29/5/09,31/5/09,Galaxy (phone),,phone,,,937,,,,,,,45,55,,,,,40,35,5,43,11,0,0,0,,,,,6,,1004
,FALSE,26/6/09,28/6/09,Galaxy (phone),,phone,,,937,,,,,,,44,56,,,,,38,34,4,44,12,0,0,0,,,,,6,,1016
,FALSE,14/5/10,16/5/10,Galaxy (phone),,phone,,,994,,7,,,,,50,50,,,,,43,38,5,37,12,,,,,,,,8,,994
,,24/6/10,24/6/10,Galaxy (phone),,phone,,,800,,6,,,,,48,52,,,,,42,38,4,41,11,,,,,,,,6,,800
,FALSE,25/6/10,25/6/10,Galaxy (phone),,phone,,,800,,6,,,,,48,52,,,,,42,38,4,41,12,,,,,,,,5,,800
,FALSE,5/8/10,6/8/10,Galaxy (phone),http://www.couriermail.com.au/archive/news/less-than-half-of-voters-consider-tony-abbott-fit-to-govern-says-galaxy-poll/story-fn5z3z83-1225902759855,phone,,,1014,,,,,,,49,51,,,,,42,FALSE,FALSE,38,13,0,0,0,,,,,0,,1014
,FALSE,18/8/10,20/8/10,Galaxy (phone),http://www.heraldsun.com.au/news/special-features/labor-pins-hopes-on-gains-in-victoria/story-fn5ko0pw-1225907520511,phone,,,1200,,,,,,,48,52,,,,,41,FALSE,FALSE,38,14,0,0,0,,,,,0,,1200
,FALSE,29/7/11,31/7/11,Galaxy (phone),"http://en.wikipedia.org/wiki/Opinion_polling_for_the_Australian_federal_election,_2013#Voter_intentions",phone,,,2000,,,,,,,56,44,,,,,48,FALSE,FALSE,31,13,0,0,0,,,,,8,,2000
,FALSE,14/10/11,16/10/11,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2012/02/galaxy-120225.pdf,phone,,,1009,,6,,,,,58,42,,,,,51,FALSE,FALSE,29,12,0,0,0,,,,,8,,1009
,FALSE,27/1/12,28/1/12,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2012/02/galaxy-120225.pdf,phone,,,1001,,,,,,,54,46,,,,,48,FALSE,FALSE,34,12,0,0,0,,,,,6,,1001
,FALSE,23/2/12,24/2/12,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2012/02/galaxy-120225.pdf,phone,,,1020,,5,,,,,54,46,,,,,47,FALSE,FALSE,34,12,0,0,0,,,,,7,,1020
,FALSE,27/4/12,29/4/12,Galaxy (phone),http://www.galaxyresearch.com.au/2-4-november-2012/,phone,,,1012,,,,,,,56,44,,,,,49,FALSE,FALSE,30,13,0,0,0,,,,,8,,1012
,FALSE,15/6/12,17/6/12,Galaxy (phone),http://www.galaxyresearch.com.au/2-4-november-2012/,phone,,,995,,8,,,,,56,44,,,,,49,FALSE,FALSE,31,12,0,0,0,,,,,8,,995
,FALSE,2/11/12,4/11/12,Galaxy (phone),http://www.galaxyresearch.com.au/polling/,phone,,,1003,,8,,,,,53,47,,,,,47,FALSE,FALSE,35,11,0,0,0,,,,,7,,1003
,FALSE,29/11/12,30/11/12,Galaxy (phone),http://www.galaxyresearch.com.au/polling/,phone,,,1015,,9,,,,,54,46,,,,,48,FALSE,FALSE,34,11,0,0,0,,,,,7,,1015
,FALSE,1/2/13,3/2/13,Galaxy (phone),http://www.galaxyresearch.com.au/polling/,phone,,,1015,,6,,,,,54,46,,,,,48,FALSE,FALSE,35,10,0,0,0,,,,,7,,1015
,FALSE,5/3/13,7/3/13,Galaxy (phone),http://www.galaxyresearch.com.au/5-7-march-2013/,phone,,,1010,,6,,,,,55,45,,,,,48,FALSE,FALSE,32,11,0,0,0,,,,,9,,1010
,FALSE,22/3/13,23/3/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/03/galaxy-130324.pdf,phone,,,1005,,8,,,,,55,45,,,,,47,FALSE,FALSE,32,12,0,0,0,,,,,9,,1005
,FALSE,9/4/13,11/4/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/04/galaxy-130414.pdf,phone,,,1005,,6,,,,,54,46,,,,,47,FALSE,FALSE,33,12,0,0,0,,,,,8,,1005
,FALSE,15/5/13,16/5/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/05/galaxy-130518.pdf,phone,,,1006,,10,,,,,54,46,,,,,46,FALSE,FALSE,34,10,0,0,0,,,,,10,,1006
,FALSE,11/6/13,13/6/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/06/galaxy-130616.pdf,phone,,,996,,7,,,,,55,45,,,,,47,FALSE,FALSE,32,11,0,0,0,,,,,10,,996
,FALSE,27/6/13,28/6/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/06/galaxy-130630.pdf,phone,,,1002,,7,,,,,51,49,,,,,44,FALSE,FALSE,38,10,0,0,0,,,,,8,,1002
,FALSE,23/7/13,25/7/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/07/galaxy-130728.jpg,phone,,,1015,,8,,,,,50,50,,,,,44,FALSE,FALSE,40,9,0,0,0,,,,,7,,1015
,FALSE,7/8/13,9/8/13,Galaxy (phone),http://twitpic.com/d7i4od,phone,,,1002,,7,,,,,51,49,,,,,45,FALSE,FALSE,38,10,0,0,0,,,,,7,,1002
,FALSE,14/8/13,15/8/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/08/galaxy-130818.pdf,phone,,,1056,,8,,,,,52,48,,,,,45,FALSE,FALSE,36,10,0,0,0,,,,,9,,1056
,FALSE,28/8/13,29/8/13,Galaxy (phone),http://www.galaxyresearch.com.au/28-29-august-2013/,phone,,,1012,,8,,,,,53,47,,,,,46,FALSE,FALSE,35,10,0,0,0,,,,,9,,1012
,FALSE,2/9/13,4/9/13,Galaxy (phone),http://ghostwhovotes.files.wordpress.com/2013/09/galaxy-130906.jpg,phone,,,1503,,6,,,,,53,47,,,,,45,FALSE,FALSE,35,9,0,0,0,,5,,,6,,1503
,FALSE,14/8/10,15/8/10,JWS,http://jwsresearch.com/wp-content/uploads/2012/02/1.JWS-Research-National-Poll-14-15-August-2010.pdf,IVR,,,28000,,6,,6,,,48.4,51.6,,,,,42.2,FALSE,FALSE,36.5,14.9,0,0,0,,,,,6.4,3,28000
,,17/1/13,17/1/13,JWS,,IVR,,,3350,,,,,,,54.9,45.1,,,,,48.9,,,33.5,9.3,,,,,,,,8.3,,3350
,,25/3/13,25/3/13,JWS,,IVR,,,4070,,8,,8,,,59.4,40.6,,,,,52.1,,,32.2,7.6,,,,,,,,8.1,4,4070
,FALSE,6/7/13,7/7/13,Lonergan,http://www.lonerganresearch.com.au/news/in-the-news/politics/polls-show-election-dead-heat/,IVR,,,1369,,,,0,,,50,50,,,,,44,FALSE,FALSE,40,9,0,0,0,,,,,7,,1369
,FALSE,17/8/13,18/8/13,Lonergan,http://www.theguardian.com/world/2013/aug/19/guardian-lonergan-poll-gives-slight-hope-to-labor,IVR,,,1676,,,,,,,52,48,,,,,44,FALSE,FALSE,35,12,0,0,0,,,,0,9,,1676
,FALSE,29/8/13,29/8/13,Lonergan,press release from GA,IVR,,,825,,5,,5,,,53.5,46.5,,,,,47,FALSE,FALSE,35,11,0,0,0,,,,,8,,825
,FALSE,5/9/13,5/9/13,Lonergan mobile only,http://www.theguardian.com/world/2013/sep/06/two-party-preferred-vote-narrows,IVR,,,862,,,,,,,50.8,49.2,,,,,42,FALSE,FALSE,34,14,0,0,0,,,,,10,,862
,FALSE,16/5/07,17/5/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4164-201302270122,phone,,,582,,0,,0,,,43,57,43,57,,,39,FALSE,FALSE,49,6,0,0,0,,,,,6,,582
,FALSE,5/6/07,7/6/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4175-201302270114,phone,,,556,,1,,1,,,45,55,45,55,,,40,FALSE,FALSE,46,7.5,0,0,0,,,,,6.5,,556
,FALSE,13/6/07,14/6/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4177-201303050028,phone,,,614,,4,,4,,,45,55,45,55,,,40,FALSE,FALSE,43.5,9.5,0,0,0,,,,,7,,614
,FALSE,4/7/07,5/7/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4187-201303042351,phone,,,611,,3.5,,3.5,,,42,59,42,59,,,35,FALSE,FALSE,49,7,0,0,0,,,,,9,,611
,FALSE,11/7/07,12/7/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4187-201303042351,phone,,,600,,3.5,,3.5,,,42.5,57.5,42.5,57.5,,,37.5,FALSE,FALSE,47.5,9,0,0,0,,,,,6,,600
,FALSE,25/7/07,26/7/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4191-201303042346,phone,,,572,,0,,0,,,41,59,41,59,,,35,FALSE,FALSE,48,9.5,0,0,0,,,,,7.5,,572
,FALSE,8/8/07,9/8/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4194-201303042342,phone,,,589,,4,,4,,,41.5,58.5,41.5,58.5,,,36.5,FALSE,FALSE,49.5,7,0,0,0,,,,,7,,589
,FALSE,21/8/07,22/8/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4201-201303042336,phone,,,633,,2,,2,,,40,60,40,60,,,36,FALSE,FALSE,51,7.5,0,0,0,,,,,5.5,,633
,FALSE,4/10/07,6/10/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4221-201303042323,phone,,,611,,3.5,,3.5,,,41,59,41,59,,,36,FALSE,FALSE,50,6,0,0,0,,,,,7.5,,611
,FALSE,17/10/07,18/10/07,Morgan (phone),http://www.roymorgan.com/findings/finding-4229-201303042314,phone,,,598,,4.5,,4.5,,,44.5,55.5,44.5,55.5,44.5,55.5,39.5,37,2.5,45,9,1.5,0.5,1,,,,,3.5,,598
,FALSE,24/10/07,25/10/07,Morgan (phone),http://www.roymorgan.com/findings/finding-4233-201303042311,phone,,,520,,2,,2,,,45.5,54.5,44,56,45.5,54.5,41,38,3,44,10.5,1,1.5,0.5,,,,,1.5,,520
,FALSE,7/11/07,8/11/07,Morgan (phone),http://www.roymorgan.com/findings/finding-4237-201303042256,phone,,,552,,3.5,,3.5,,,44,56,44,56,44,56,39,FALSE,FALSE,44.5,10.5,1.5,2,1,,,,,1.5,,552
,FALSE,15/11/07,17/11/07,Morgan (phone),http://www.roymorgan.com/findings/finding-4246-201303042248,phone,,,1670,,6,,6,,,44.5,55.5,44,56,44.5,55.5,40,FALSE,FALSE,46.5,8,0.5,2,0,,,,,2.5,,1670
,FALSE,21/11/07,22/11/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4250-201303042243,phone,,,1648,,5,,5,,,45.5,54.5,45.5,54.5,45.5,54.5,40.5,FALSE,FALSE,44.5,9,2.5,1,0,,,,,2.5,,1648
,FALSE,23/11/07,23/11/07,Morgan (phone),http://www.roymorgan.com/findings/finding-4251-201302280145,phone,,,2115,,3,,3,,,46.5,53.5,46.5,53.5,46.5,53.5,41.5,FALSE,FALSE,43.5,8.5,2.5,0,0,,,,,4,,2115
,FALSE,5/12/07,6/12/07,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4255-201303042237,phone,,,855,,6.5,,6.5,,,41.5,58.5,41.5,58.5,41.5,58.5,36.5,33,3.5,49,7,1.5,0,0,,,,,6,,1263
,FALSE,23/1/08,24/1/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4266-201303040455,phone,,,849.5,,4,,4,,,37,63,37,63,37,63,32,30,2,53,10,1,0,0,,,,,4,,1214
,FALSE,30/1/08,31/1/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4267-201303040453,phone,,,789.5,,6,,6,,,40,60,40,60,40,60,34.5,31.5,3,50,8,1,0,0,,,,,6.5,,1204
,FALSE,11/3/08,12/3/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4279-201303040437,phone,,,873.5,,4.5,,4.5,,,39,61,39,61,38,62,33.9,31.4,2.5,53.5,5.5,1.5,0,0,,,,,5.5,,1128
,FALSE,26/3/08,3/4/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4282-201303040432,phone,,,858.5,,0,,0,,,39.5,60.5,39.5,60.5,38.5,61.5,34,32,2,51,7.5,2,0,0,,,,,5.5,,2231
,FALSE,9/4/08,10/4/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4286-201303040428,phone,,,915.5,,0,,0,,,36.5,63.5,36.5,63.5,35.5,64.5,32,29,3,54,8.5,1,0,0,,,,,4.5,,802
,FALSE,16/4/08,17/4/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4287-201303040427,phone,,,930.5,,0,,0,,,37.5,62.5,37.5,62.5,36,64,33,30.5,2.5,55,6,1,0,0,,,,,5,,765
,FALSE,3/5/08,4/5/08,Morgan (phone),http://www.roymorgan.com/findings/finding-4290-201302260534,phone,,,871,,0,,0,,,38,62,38,62,36,64,32.5,FALSE,FALSE,52.5,8,2,0,0,,,,,5,,650
,FALSE,7/5/08,11/5/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4293-201303040419,phone,,,907,,0,,0,,,42,58,42,58,42,58,37,34.5,2.5,47,9,1,0,0,,,,,6,,618
,FALSE,4/6/08,9/6/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4300-201303040410,phone,,,990,,0,,0,,,44,56,44,56,44,56,38.5,36.5,2,45.5,8.5,1.5,0,0,,,,,6,,1393
,FALSE,24/9/08,25/9/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4322-201302260422,phone,,,961,,0,,0,,,44,56,44,56,42.5,57.5,38.5,FALSE,FALSE,46.5,8,2.5,0,0,,,,,4.5,,574
,FALSE,8/10/08,9/10/08,Morgan (phone),,phone,,,964,,0,,0,,,42.5,57.5,42.5,57.5,43.5,56.5,36,FALSE,FALSE,46.5,9.5,3,0,0,,,,,5,,574
,FALSE,15/10/08,16/10/08,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4329-201303040300,phone,,,915,,0,,0,,,42.5,57.5,42.5,57.5,42,58,38,36,2,48,8,1.5,0,0,,,,,4.5,,795
,FALSE,20/5/09,21/5/09,Morgan (phone),http://www.roymorgan.com.au/findings?Page=437&currentPage=1%2ffindings%3fPage%3d371&currentPage=1&currentPage=1,phone,,,946.5,,0,,0,,,45.5,54.5,45.5,54.5,45,55,40.5,36.5,4,45,7.5,1,0,0,,,,,6,,873
,FALSE,3/6/09,4/6/09,Morgan (phone),"http://www.roymorgan.com/news/polls/2009/4386/, http://www.roymorgan.com/news/polls/Trends.cfm",phone,,,949.5,,5.5,,5.5,,,45.5,54.5,45.5,54.5,45,55,39.5,36,3.5,43.5,9,2.5,0,0,,,,,5.5,,805
,FALSE,10/6/09,11/6/09,Morgan (phone),http://www.roymorgan.com/findings/finding-4390-201302260102,phone,,,949.5,,4,,4,,,42.5,57.5,42.5,57.5,42,58,37,FALSE,FALSE,47,8.5,2.5,0,0,,,,,5,,715
,FALSE,1/7/09,2/7/09,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4397-201303040015,phone,,,954.5,,3.5,,3.5,,,44,56,44,56,43.5,56.5,39.5,37,2.5,46,8,1,0,0,,,,,6,,546
,FALSE,5/8/09,6/8/09,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4404-201303032354,phone,,,948,,7,,7,,,43,57,43,57,42.5,57.5,37.5,34.5,3,45.5,11,1.5,0,0,,,,,4.5,,574
,FALSE,7/10/09,8/10/09,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4425-201302260040,phone,,,915,,4.5,,4.5,,,42,58,42,58,42,58,37,FALSE,FALSE,46.5,10.5,1,0,0,,,,,5,,549
,FALSE,11/11/09,12/11/09,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4434-201303032301,phone,,,1001.5,,4.5,,4.5,,,48,52,48,52,48,52,41.5,FALSE,FALSE,42.5,8,1,0,0,,,,,7,,537
,FALSE,2/12/09,3/12/09,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4445-201302260028,phone,,,916,,5.5,,5.5,,,47,53,47,53,47,53,43,FALSE,FALSE,41,10.5,1.5,0,0,,,,,4,,597
,FALSE,4/12/09,9/12/09,Morgan (phone),http://www.roymorgan.com.au/findings/finding-4450-201303032242,phone,,,944,,5.5,,5.5,,,44.5,55.5,44.5,55.5,47.5,52.5,41.5,FALSE,FALSE,42,9.5,3,0,0,,,,,5.5,,493
,FALSE,13/1/10,14/1/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4457-201302250433,phone,,,941,,4,,4,,,45.5,54.5,45.5,54.5,44,56,39,FALSE,FALSE,43,9.5,1.5,0,0,,,,,3,,541
,FALSE,10/2/10,11/2/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4467-201303010243,phone,,,920,,6,,6,,,46.5,53.5,46.5,53.5,47,53,41,FALSE,FALSE,42,10.5,1,0,0,,,,,5.5,,545
,FALSE,4/5/10,5/5/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4490-201302150426,phone,,,555,,4,,4,,,50.5,49.5,50,50,50.5,49.5,44.5,FALSE,FALSE,39.5,9,1.5,0,0,,,,,5.5,,555
,FALSE,12/5/10,13/5/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4499-201302150418,phone,,,571,,2.5,,2.5,,,51.5,48.5,52,48,51.5,48.5,46,FALSE,FALSE,36,11.5,2,0,0,,,,,4.5,,571
,FALSE,26/5/10,27/5/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4503-201302150403,phone,,,549,,4.5,,4.5,,,50,50,50,50,50.5,49.5,43,FALSE,FALSE,37.5,11.5,1.5,0,0,,,,,6.5,,549
,FALSE,25/6/10,28/6/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4519-201302150333,phone,,,603,,4.5,,4.5,,,51.5,48.5,51.5,48.5,51,49,45.5,FALSE,FALSE,38.5,9,1.5,0,0,,,,,5.5,,603
,FALSE,20/7/10,21/7/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4540-201302150241,phone,,,719,,4.5,,4.5,,,44.5,55.5,44.5,55.5,44.5,55.5,38.5,FALSE,FALSE,44,11.5,2,0,0,,,,,4,,719
,FALSE,27/7/10,28/7/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4545-201302150234,phone,,,680,,8,,8,,,47,53,47,53,47,53,42,FALSE,FALSE,42,11,1.5,0,0,,,,,3.5,,680
,FALSE,3/8/10,3/8/10,Morgan (phone),http://www.roymorgan.com/findings/finding-4546-201302150230,phone,,,660,,5.5,,5.5,,,50,50,50.5,49.5,50,50,45,FALSE,FALSE,38,11,1,0,0,,,,,5,,660
